,0,1,2,3,4,5,6,7,8,9
18,-0.28534982,0.56215113,0.28024,0.7443739,-0.19178075,-0.25403157,0.4587809,0.4313034,0.89907795,-0.7923987
19,-0.44496432,0.48977822,-0.29363775,0.57115936,-0.20194742,-0.48105896,0.10152955,-0.30367398,0.27055547,-1.0183266
20,-0.3366833,0.4256182,-0.27744076,0.66588414,-0.11886517,-0.2702521,-0.27543768,-0.01646681,0.7087205,-0.8250921
21,-0.39097205,0.41981623,-0.43754247,0.7298557,0.02081438,-0.27857026,-0.20777808,-0.1983262,0.85820377,-0.5811294
22,-0.3994041,0.5606796,-0.12866074,0.6704562,-0.17518337,-0.14268798,0.3823534,-0.19382896,0.5312933,-0.91256356
23,-0.43034318,0.31306946,-0.14220698,0.88722634,-0.24706063,-0.46039024,-0.04930728,-0.4695231,0.67401165,-0.51982665
24,-0.6438088,0.37999377,-0.05500152,0.66490185,-0.36322305,-0.5102017,-0.01010509,-0.3054361,0.25628608,-0.9027786
25,-0.38873947,0.5555405,-0.35708734,0.60387236,0.03069118,-0.3227816,-0.29529414,-0.05387527,0.63086593,-0.7873975
26,-0.24635115,0.38598987,0.10621096,0.75293106,0.17996277,-0.37981075,0.07184641,-0.05277229,0.7328323,-0.855084
27,-0.2932211,0.19631036,-0.11638995,0.90677786,0.0230692,-0.24218309,-0.0920925,-0.1193166,0.58063316,-0.8639103
28,-0.7264779,0.2933061,-0.02645243,0.60941535,-0.3121934,-0.45669973,-0.10043561,-0.15046246,0.49903214,-0.82595384
29,-0.17787504,0.46942577,-0.16816817,0.6470457,-0.06450612,-0.14465111,-0.1681171,-0.06467754,0.5198305,-1.0933262
30,-0.32796943,0.7008083,0.02879345,0.91797423,0.08539242,-0.3403324,-0.30373278,-0.29456943,0.7660072,-0.46886465
31,-0.6036004,0.4741464,-0.2366533,0.7331796,0.15030366,-0.33256763,-0.4100493,-0.37061808,0.3790033,-0.89366627
32,-0.6751431,0.33209684,-0.00618172,0.86668706,-0.14160924,-0.32600376,0.08288519,-0.09381537,0.64926827,-0.5826275
33,-0.36387095,0.30455726,0.32017267,0.85879946,-0.15549128,-0.12856856,0.20870474,-0.06698373,0.8163456,-0.7053644
34,-0.5178809,0.47357193,-0.21325313,1.0198786,0.3052053,-0.3533887,-0.27854902,-0.26731268,0.6052116,-0.5515182
35,-0.4248603,-0.02088571,-0.31713545,0.4826517,-0.07407449,-0.7207833,0.13641097,-0.2740331,0.9833438,-0.78978646
36,-0.39592686,0.31942227,-0.01877048,0.92470086,-0.27685004,-0.56906235,-0.32980996,-0.35969132,0.44371265,-0.7364643
37,-0.42321834,0.33794537,0.07099091,0.79808754,0.01075592,-0.47075045,0.03503792,0.05823641,0.66389626,-0.7295161
38,-0.52620244,0.29695734,-0.06057267,0.79556173,0.09017024,-0.15960021,-0.05986194,-0.13125086,0.6791789,-0.7828788
39,-0.23740643,0.7467025,-0.01608497,0.826185,-0.03609224,-0.21032558,-0.01861135,-0.23235704,0.6878017,-0.6203639
40,-0.4739867,0.25423563,0.03769945,0.9081308,0.05244711,-0.1487805,-0.25887072,-0.1367342,0.65486085,-0.73431027
41,-0.26427624,0.45926332,-0.19263574,0.66457146,0.06075426,-0.2048337,0.09458657,-0.12932567,0.75811505,-0.8460784
42,-0.2485908,0.39993626,-0.14577332,0.7279495,0.151648,-0.23507926,0.13238768,-0.29763186,0.8028284,-0.75504535
43,-0.545521,0.16562429,-0.23360582,0.98716635,-0.09599394,-0.68015516,0.00582958,-0.102821,0.2753531,-0.7738937
44,-0.34032705,0.3685756,0.3463487,0.7997846,-0.24193937,-0.25283208,0.46982425,0.00515448,0.71661466,-0.778082
45,-0.27893603,0.5307456,-0.08793376,0.7515536,0.11610544,-0.14440764,0.09914317,-0.07304139,0.90123034,-0.67084634
46,-0.3355956,0.80274624,-0.50368774,0.5294334,-0.19560745,-0.60284805,0.01052763,-0.09751546,0.4269379,-1.1590586
47,-0.15371498,0.7394178,-0.45623827,0.7006641,0.08810028,-0.16389555,0.25687453,-0.3217557,0.4269698,-0.8435319
48,-0.31152296,0.23283,-0.02642138,0.892768,-0.0279297,-0.43074724,-0.05301525,-0.010986,0.57532686,-0.83062285
49,-0.23728226,0.42080298,-0.46930635,0.6441717,0.00281119,-0.14565338,-0.01367887,-0.28261596,0.5516232,-0.88752156
50,-0.43097702,0.41904876,-0.24047714,0.574221,-0.24993525,-0.452224,-0.23736715,-0.36145064,0.47598958,-0.8883887
51,-0.38933593,0.6746033,-0.2927117,0.78954357,-0.02401734,0.02878578,0.02827378,-0.22385122,0.85099965,-0.53509253
52,-0.34984565,0.33564818,-0.02619666,0.81732255,-0.16923584,-0.54796886,0.02575322,-0.17840536,0.47749364,-0.7281978
53,-0.7099714,0.33186245,-0.04088592,0.60797685,-0.15826659,-0.49416867,-0.14062132,-0.26832125,0.4427997,-0.8687895
54,-0.38958442,0.35256135,-0.10939509,0.65669024,-0.26787156,-0.37782294,-0.13546753,-0.47000846,0.41566634,-0.8308398
55,-0.38968772,0.3723511,-0.22514954,0.8608073,-0.1375956,-0.30637357,-0.1690113,-0.02899851,0.42804083,-0.8591992
56,-0.5970832,0.35071465,0.13011335,0.87441266,-0.11083697,-0.41696596,-0.05842025,0.08456337,0.6188252,-0.6905774
57,-0.33696884,0.6102391,-0.10307796,0.7014009,-0.1381988,-0.24475263,-0.17863819,-0.15562116,0.58985627,-0.69548434
58,-0.22189027,0.75764,-0.36747295,0.8226659,-0.02765536,-0.24350625,0.06774175,-0.1373062,0.5794112,-0.65604395
59,-0.33149615,0.40750727,-0.10276516,0.63119656,-0.16309363,-0.135782,-0.17160425,-0.08104414,0.65980583,-0.8896502
60,-0.41612762,0.4561833,-0.08766115,0.88394994,0.2021949,-0.30767873,-0.18520574,-0.12719244,0.9049935,-0.516631
61,-0.60626626,0.16170055,-0.05327016,0.6213012,-0.23858114,-0.48957014,-0.01085698,-0.15266655,0.45272905,-0.987165
62,-0.04686036,0.31629056,-0.11171611,0.70977646,-0.17151509,-0.27242988,-0.2113602,-0.4338166,0.57360655,-0.8971202
63,-0.14733994,0.43834293,-0.44186094,0.7375898,0.15103671,0.02537611,-0.0363968,-0.25452918,0.588608,-1.0116851
64,-0.5870209,0.51385534,-0.2586165,0.70192343,-0.29060078,-0.5614742,-0.05329107,-0.2173571,0.3852666,-0.64149654
65,-0.46179205,0.2425345,-0.0110847,1.0575061,-0.30612925,-0.6486294,0.05569787,-0.2336029,0.45899788,-0.5084281
66,-0.07984228,0.5843922,-0.25381535,0.7144648,0.10883593,-0.26448494,-0.12403946,-0.39831623,0.8553194,-0.64359796
67,-0.49133515,0.3041804,-0.530131,0.92406344,0.08488905,-0.2508328,-0.4328396,-0.206585,0.738668,-0.5708401
68,-0.24879208,0.7209183,-0.03559824,0.8103128,0.11259718,-0.1933514,-0.09302694,-0.32094944,0.76320374,-0.5902792
69,-0.41798872,0.09097696,-0.14181828,0.6390238,-0.01557143,-0.41592678,0.26380643,0.05750058,1.0489396,-0.7251287
70,-0.6220214,0.262774,-0.25170383,0.71713656,-0.1772031,-0.39121667,-0.01369407,-0.17571153,0.62621415,-0.69199884
71,-0.4885981,0.4433729,-0.10290549,0.7148686,0.08183479,-0.21811312,-0.13948445,-0.50438935,0.61554766,-0.73284906
72,-0.5504417,0.34573618,-0.08671328,0.5871688,-0.19314268,-0.19431163,0.05926892,-0.15545897,0.76712495,-0.7608164
73,0.07791833,0.89122754,-0.36558074,0.5855321,-0.3124912,-0.37247315,-0.27761284,-0.26224545,0.96644104,-0.57569295
74,-0.6032712,0.56108445,-0.31440368,0.525651,-0.31265366,-0.59951276,-0.2471742,-0.25536445,0.7924651,-0.46107382
75,-0.65473694,0.51327056,-0.1857484,0.61442,0.21687755,-0.360196,-0.2864538,-0.2264016,0.57156736,-0.86573863
76,-0.42489904,0.09737551,-0.24876249,0.86764276,-0.18548305,-0.5302261,0.00792139,-0.2430687,0.58130664,-0.7012058
77,-0.2749089,0.33533671,-0.00018286867,0.76471233,-0.09574462,0.12876464,-0.024468474,-0.14649872,0.7280243,-0.9482657
78,-0.71881574,0.57789725,-0.10210615,0.82311034,-0.09434707,-0.4555693,-0.03139675,-0.23687018,0.50887185,-0.5444115
79,-0.17886232,0.60537153,-0.27777368,0.7960782,0.09052521,-0.18406388,-0.2250034,-0.62348324,0.70492125,-0.65507615
80,-0.85589814,0.28814852,-0.09246567,0.9341528,-0.29685274,-0.5241186,-0.34449276,-0.18857895,0.48524958,-0.5856636
81,-0.52103186,0.15450284,-0.13004418,0.8620417,-0.23905706,-0.40235743,-0.14031415,-0.12488997,0.4317581,-0.85742044
82,-0.45493555,0.1277621,-0.23158014,1.0639628,-0.05615241,-0.27812827,-0.047923,0.06143219,0.5057567,-0.75759554
83,-0.46487868,0.4444752,-0.06287491,0.7250125,-0.17579804,-0.173018,0.48750463,-0.18726058,0.52166516,-0.90477896
84,-0.20452313,0.36338133,-0.23695694,0.76038826,-0.025946194,-0.04360234,0.0006225025,-0.4170878,0.55539197,-0.84614336
85,-0.22238797,0.43675792,-0.4068579,0.6833007,0.04589387,-0.09280468,-0.03184394,-0.4070053,0.56927603,-0.8170714
86,-0.3436722,0.63286734,-0.07037032,0.723721,0.03510952,-0.20912093,0.2699632,-0.06738709,0.7012917,-0.6870434
87,-0.56942236,0.433255,-0.0963184,0.706275,-0.08629714,-0.4444004,-0.26235843,-0.1600851,0.413652,-0.8554802
88,-0.59132093,0.4929191,-0.07143251,0.7950917,-0.19330704,-0.16505353,0.21670897,0.07165787,0.7129515,-0.6649741
89,-0.2543477,0.51291084,-0.08733054,0.65494716,0.03694657,-0.39993212,-0.23133087,-0.4376629,0.74647325,-0.64697385
90,-0.6607211,0.2367198,-0.21794073,0.9165649,-0.22325954,-0.24853003,0.11989431,0.0302403,0.6671388,-0.6238961
91,-0.63960224,0.1624091,-0.19610953,0.71731627,-0.3644794,-0.31201774,0.34898633,-0.17704187,0.5052973,-0.878852
92,-0.1701495,0.57461494,-0.5935359,0.7459905,0.06942801,-0.70402366,-0.10771199,-0.28022763,0.65544313,-0.6500634
93,-0.48410195,0.36147076,-0.12866075,0.8182188,0.12316,-0.10522445,0.04730848,-0.16921473,0.8732753,-0.64650667
94,-0.42390105,0.4378703,-0.06947531,0.7804679,0.07557351,-0.17393723,-0.02934984,-0.15737121,0.6569759,-0.7417527
95,-0.21450433,0.41804156,-0.13562408,0.5663491,-0.18149737,-0.2297019,-0.09877864,0.1602632,0.81543463,-0.9292002
96,-0.462308,0.31310678,0.08178908,0.9047688,-0.18812418,-0.43598887,0.294577,-0.10324927,0.5681156,-0.68092793
97,-0.27463838,0.23095283,-0.1979424,0.9445136,0.15481134,-0.32454866,0.10901652,-0.29502645,0.6363142,-0.70671046
98,-0.56763625,0.29812452,-0.02455501,0.5542419,-0.3688075,-0.36574373,0.11848146,0.01335668,1.0112321,-0.65790147
99,-0.6498134,0.23411885,-0.08885054,0.69582385,-0.12141003,-0.55914694,-0.12234165,-0.34165,0.6263076,-0.7174379
100,-0.27338374,0.3846224,-0.00112356,0.88400346,-0.17691088,-0.5613927,0.49192926,-0.03526057,0.7114839,-0.5663122
101,-0.47385606,0.16791451,-0.13651307,0.65349233,-0.22605063,-0.48110524,-0.17753698,-0.18592748,0.7214522,-0.77763593
102,-0.68205893,0.16757166,-0.15877934,0.75902104,-0.07890202,-0.3228494,0.07234073,-0.02671758,0.79714555,-0.6707007
103,-0.5983229,0.30608717,-0.1723625,0.8353307,-0.06129003,-0.58935416,-0.10772397,-0.28364953,0.42458028,-0.7170975
104,-0.36626562,0.20518045,-0.25180277,0.74383926,-0.03479061,-0.10175991,-0.14971305,-0.08399766,0.6432672,-0.97646075
105,-0.5427801,0.28830138,-0.15381797,0.92621875,-0.12643223,-0.25417298,0.0374822,-0.27228788,0.62878364,-0.58817106
106,-0.3391301,0.5901184,-0.01706705,0.8808476,-0.14901455,-0.36496845,0.53964096,0.18812963,0.8566748,-0.56288916
107,-0.58962905,0.48020232,-0.2688083,0.6770908,0.02515155,-0.28133124,-0.3097184,-0.4834325,0.66203666,-0.6572839
108,-0.20856984,0.39959142,-0.02829972,0.7847772,-0.02056353,-0.25921762,-0.05644024,0.0478382,0.8496433,-0.7694448
109,-0.43332717,0.31097633,-0.42374045,0.8915926,0.06001199,-0.02195908,-0.25444075,-0.04789051,0.6033931,-0.79706776
110,-0.63260186,0.12074178,-0.19819061,0.71912676,-0.2644557,-0.15845057,0.25491476,-0.06953089,0.8570416,-0.7231684
111,-0.6005338,0.5102499,-0.3317552,0.74362,-0.27675372,-0.47290173,0.24662682,-0.20239745,0.37011498,-0.83989185
112,-0.41980034,0.34362805,-0.43399587,0.7551298,-0.0468037,-0.27546808,-0.37805718,-0.21318723,0.7186825,-0.70147306
113,-0.28023958,0.3476229,-0.14946091,0.759689,-0.00925344,-0.08700363,-0.03116452,-0.08277375,0.78630185,-0.7677833
114,-0.4540482,0.24189085,-0.2303662,0.7186641,0.2096484,-0.38214228,-0.08302354,0.12257815,1.0246733,-0.69701034
115,-0.46327916,0.50096077,0.13726811,0.65382177,0.03315279,-0.25031084,0.06939601,-0.33606663,0.5974372,-0.83216655
116,-0.53569865,0.28944647,-0.21376167,0.8683699,-0.04517509,-0.40301582,-0.17961761,-0.12204216,0.45263386,-0.80434364
117,-0.7595376,0.5528818,-0.14813809,0.818153,-0.20903726,-0.35505518,-0.06077965,-0.17153636,0.6664107,-0.46248296
118,-0.37859163,0.4643384,0.06680298,0.7306927,-0.11857216,-0.48139864,0.1594305,0.06235776,1.0122582,-0.56169665
119,-0.50401753,0.1235863,-0.24528216,0.7504805,0.08364009,-0.17583454,-0.33155596,-0.15367962,0.7983145,-0.8663896
120,-0.62884974,0.45507434,-0.0218538,0.7957438,-0.01085972,-0.18541971,-0.15533286,-0.09158072,0.7376675,-0.692381
121,-0.4982883,0.04175607,-0.43132293,1.1070468,-0.07665066,-0.45845735,-0.30834535,-0.10297582,0.49702507,-0.65279174
122,-0.3010804,0.6209926,-0.3020068,0.6086637,-0.14391583,-0.18695015,0.04055357,-0.12400941,0.4137187,-0.9700547
123,-0.4731765,0.2609318,-0.31773284,0.9375149,0.06356134,-0.2926273,0.0012423,-0.19493619,0.53373057,-0.6656372
124,-0.78150827,0.336237,-0.05792021,0.84140545,-0.27796003,-0.263202,-0.03357583,-0.10430836,0.7026127,-0.56533414
125,-0.8485064,0.33926243,-0.19450967,0.9008899,0.20379014,-0.21339369,0.01473197,-0.26206392,0.68067867,-0.5315527
126,-0.09439561,0.54235834,-0.17095818,0.75919455,-0.22075327,-0.43645743,-0.21433423,-0.18680061,0.7628592,-0.70235455
127,-0.2510807,0.58622444,-0.24330863,0.66719097,0.12292207,-0.21394345,-0.09295511,-0.28060287,0.6084575,-0.84360075
128,-0.28190407,0.04189835,-0.19965075,0.88461995,-0.15600665,-0.30748498,-0.03463162,-0.44495362,0.52714837,-0.8017773
129,-0.783707,0.41130263,-0.03159302,0.77802604,-0.34216693,-0.46456844,-0.01154951,-0.3785565,0.6000309,-0.49917817
130,-0.51721096,0.36433202,0.10304751,0.87354547,-0.3640183,-0.5014009,-0.34541014,-0.5118584,0.19389205,-0.82794935
131,-0.6612137,0.3039806,0.08817551,0.6903124,-0.2507778,-0.37442106,-0.05990471,-0.2714505,0.54795057,-0.7667614
132,-0.5361543,0.45263374,-0.2135687,0.66383106,-0.2542782,-0.16378458,0.28559992,-0.18200313,0.5841658,-0.8513659
133,-0.4705119,0.35137796,-0.09446924,0.81707406,-0.20124234,-0.33717364,-0.20929599,-0.08090366,0.65952736,-0.76136684
134,-0.53008294,0.31605166,-0.14296341,0.8697181,-0.07079695,-0.18093818,0.07550802,-0.09677043,0.6048147,-0.7137385
135,-0.12372255,0.5281071,0.09907744,0.7076157,-0.11203705,-0.27305263,-0.25353983,0.04581321,0.8305857,-0.8744065
136,-0.19298224,0.34845597,0.05779083,0.84147024,0.11547289,-0.2955901,-0.35706198,-0.1579254,0.7515039,-0.84626514
137,-0.5995454,0.5237289,0.11951327,0.67642087,-0.0179514,-0.20273161,-0.13904539,-0.2521982,0.7282423,-0.6539509
138,-0.6525511,0.58185935,0.05594586,0.73950976,-0.59138817,-0.3349559,0.34582913,-0.06344054,0.56183696,-0.6349334
139,-0.31236038,0.512059,-0.23191716,0.6924641,0.0115749,-0.12443104,-0.19779566,-0.44668487,0.5762532,-0.79886013
140,-0.46439394,0.412082,-0.47170153,0.8425231,0.17089646,-0.09990613,-0.22646432,0.03323291,0.6167561,-0.8215286
141,-0.5389413,0.26254302,0.05595813,0.7235653,-0.2073117,-0.5826373,-0.01088568,-0.57413614,0.4280092,-0.7576628
142,-0.6427399,0.34832588,-0.14613548,0.88236153,0.06789014,-0.38760534,0.173977,-0.18856868,0.30906162,-0.8175606
143,-0.60011,0.40769142,0.14742741,0.61767596,-0.4998489,-0.00047094925,0.21491982,-0.0795334,0.7885772,-0.7442004
144,-0.42340642,0.3432386,0.12210549,0.87786657,-0.20672804,-0.28453282,0.68772197,-0.00764556,0.7970163,-0.6877704
145,-0.3133848,0.5238845,-0.26420796,0.73853165,-0.11265609,-0.22692661,-0.394677,-0.27710998,0.6822576,-0.7513394
146,-0.4594632,0.5982135,-0.0648085,0.48484623,0.0541543,-0.27698126,-0.17588483,-0.34114894,0.63141066,-0.8336862
147,-0.47959617,0.43800372,-0.27912208,1.0035278,-0.03687231,-0.35485572,-0.01647799,-0.19654298,0.34085387,-0.58119804
148,-0.528838,0.44991755,-0.3171456,0.98947626,0.08002436,-0.45325187,-0.14340943,-0.10130531,0.4699418,-0.6343429
149,-0.09980546,0.52246106,-0.4059612,0.62474054,-0.23081946,-0.40981808,0.00400887,-0.39048958,0.5527901,-0.8088147
150,-0.30599838,0.26474395,-0.6581485,0.81105405,0.25092232,-0.14179549,-0.15192391,-0.4660721,0.6730323,-0.8158934
151,-0.3202107,0.36052865,-0.04069991,0.7617448,-0.32919452,-0.40059584,-0.00745292,-0.01287553,0.90501845,-0.58756495
152,0.04113493,0.532379,-0.29256132,0.9519104,-0.3411653,-0.24413306,0.2403829,-0.14672506,0.5535155,-0.8585463
153,-0.18848287,0.45282236,-0.25166744,0.7382585,-0.07106864,-0.18210757,-0.0168694,-0.24838498,0.7524854,-0.7222692
154,-0.4319243,0.38917083,-0.31807387,0.54771554,-0.15947537,-0.2832234,0.19576906,-0.18011434,0.7762269,-0.7498491
155,-0.61772144,0.32313365,-0.23144424,0.66980296,-0.3000265,-0.39568138,0.06671941,-0.27888215,0.41763982,-0.87517613
156,-0.15807179,0.38757002,-0.09606386,0.5652177,-0.2501812,-0.29595208,-0.14560176,-0.4649416,0.523377,-0.94112295
157,-0.7268975,0.25471893,0.00415207,0.69773334,-0.19509088,-0.4151539,-0.21589866,-0.26834673,0.7633164,-0.5630987
158,-0.36649093,0.49734583,-0.22013614,0.56870615,-0.06692766,-0.2859479,-0.3915487,-0.39725655,0.795294,-0.71789664
159,-0.29980788,0.52630824,0.07963689,0.67421234,-0.09531088,-0.09846792,0.03515596,-0.40555704,0.68014705,-0.78326535
160,-0.34116447,0.17751688,-0.05416491,0.58533293,-0.13075732,-0.3214951,0.15447071,0.06074987,0.8037214,-0.9827446
161,-0.3729278,0.5362139,-0.15656719,0.69246846,-0.03164861,-0.37927184,-0.2613045,-0.27159274,0.70161134,-0.68840915
162,-0.09385567,0.3730952,-0.03470787,0.8729337,-0.08369612,-0.301768,-0.01115579,-0.27082685,0.74348295,-0.66127443
163,-0.67298317,0.554869,-0.2771892,0.6664166,-0.0771811,-0.16490163,-0.44011953,-0.45227537,0.65218204,-0.6234528
164,-0.8191226,0.21133167,-0.05987505,1.0072885,-0.09774186,-0.272026,-0.02085437,-0.10543913,0.70701706,-0.4647631
165,-0.3686822,0.2672116,-0.05031202,0.5283484,0.15955037,-0.20918065,-0.04303218,-0.45116237,0.7408451,-0.89207757
166,-0.21239103,0.61041975,-0.0912649,0.6233206,-0.26843613,-0.2555447,-0.2824772,-0.19365934,0.6197682,-0.8604283
167,-0.439942,0.29325402,-0.30131057,1.0015861,0.08138588,-0.2715591,-0.14610383,-0.3935532,0.71063226,-0.5330088
168,-0.6369301,0.30275422,-0.14853539,1.0217276,-0.24660227,-0.60110855,-0.04050976,-0.2508172,0.38492468,-0.53522015
169,-0.5008479,0.35857746,-0.21114004,0.8874078,0.03386487,-0.24347696,0.05806572,0.04103673,0.5624345,-0.88021
170,-0.15456104,0.5863505,-0.36294127,0.66931754,-0.26740366,-0.49145567,-0.10132039,0.13422115,0.7066151,-0.8411429
171,-0.25217056,0.39549643,-0.2370703,0.9526504,-0.38926,-0.31925112,0.06878582,-0.12038999,0.34949896,-0.9227225
172,-0.28334728,0.06942447,-0.4274241,0.81926745,-0.03783266,0.03036317,-0.18282695,-0.23249468,0.820879,-0.8263794
173,-0.32489225,0.41828853,-0.17214662,0.7823925,-0.0320431,-0.3029351,-0.06560694,-0.12738046,0.6533118,-0.7754943
174,-0.4707871,0.55787885,-0.1754187,0.78893256,-0.26869684,-0.13417868,0.3264416,0.08047052,0.78683794,-0.6039055
175,-0.6660803,0.47017747,0.16074151,0.69252276,-0.16113865,-0.1552945,-0.06535879,-0.35708335,0.5632955,-0.71955603
176,-0.43182325,0.56781757,-0.00247396,0.82158226,0.13411777,-0.4957774,-0.24118795,-0.41461498,0.63317484,-0.5644576
177,-0.23304607,0.50492084,-0.0915695,0.83103627,-0.17574725,0.03633617,-0.19520386,0.09511924,0.7647581,-0.81053275
178,-0.23265259,0.5033622,-0.06819424,0.8144801,-0.20045096,-0.34873846,0.09162346,-0.10237165,0.5501346,-0.7754618
179,-0.26042804,0.33143765,-0.19076699,0.6823873,-0.38325742,-0.6110457,0.03675904,-0.01389883,0.63189536,-0.7849201
180,-0.2283666,0.18018135,-0.2364102,0.6988789,0.04440445,-0.13494287,-0.1391905,0.04701973,0.59180826,-1.2296562
181,-0.8727266,0.40045902,-0.09203358,0.78505236,-0.33482856,-0.24007747,0.2616847,-0.17161906,0.7080424,-0.46438313
182,-0.46208918,0.16911101,-0.15802552,0.62897664,-0.26578167,-0.54261124,0.01533341,-0.06030151,0.8103387,-0.7247093
183,-0.24037059,0.41616535,-0.19717823,0.60741526,-0.24955484,-0.30261773,-0.26665813,-0.14549819,0.8108693,-0.74370295
184,-0.48539987,0.17641929,-0.05215446,0.61306834,-0.1867426,-0.48636448,-0.00739016,-0.11394566,0.67845124,-0.83034235
185,-0.35608488,0.41499162,-0.3070657,0.6080453,0.28806305,-0.25692782,-0.01136899,-0.21939012,0.7801488,-0.8432307
186,0.01266007,0.43058488,-0.15311003,0.60626125,-0.08332726,-0.42920393,-0.14602104,-0.10526212,0.90208703,-0.8384499
187,-0.33139747,0.27041143,-0.0940574,0.7674838,-0.08671846,-0.63829684,-0.04739349,-0.2752614,0.65494543,-0.6794001
188,-0.39472073,0.3125831,-0.11728104,0.8989274,0.03218347,-0.2836648,-0.17479718,0.01815368,0.51344985,-0.87310207
189,-0.43649873,0.4812588,-0.11731596,0.88449645,0.23048083,-0.27615464,-0.19646418,-0.13018516,0.9162951,-0.50124913
190,-0.6904422,0.49539855,-0.16201906,0.7694369,-0.16961682,-0.21362044,0.19976345,-0.07067824,0.6315162,-0.6117727
191,-0.28179884,0.44562924,-0.59917504,0.612265,-0.19471025,0.10623915,-0.3481911,-0.01232909,0.5235738,-1.0982438
192,-0.49306747,0.3725739,-0.4416042,0.5207882,-0.2310052,-0.5364223,0.02285821,-0.41388428,0.7984259,-0.60960746
193,0.09928829,0.65906084,-0.15600385,0.7568595,0.07824992,-0.0615026,-0.13144328,-0.48506862,0.7201709,-0.8080515
194,-0.3557314,0.36654094,-0.20908703,0.64964956,0.1481135,-0.40967128,-0.01097104,-0.48948827,0.943951,-0.60776293
195,-0.64818084,0.33762613,-0.2825726,0.59878165,-0.23175286,-0.1602444,0.14538532,-0.13906689,0.720956,-0.71679187
196,-0.12225159,0.43223828,-0.2933702,0.8232478,-0.32939023,-0.3586422,-0.00869733,-0.2724119,0.30237207,-1.0520782
197,-0.5672267,0.4350212,-0.07337313,1.0083756,-0.1323776,-0.4435055,0.00148018,-0.28331935,0.42196873,-0.5086639
198,-0.44596,0.24547696,-0.09567661,0.9567624,-0.06732646,-0.47701192,-0.18241091,-0.4019335,0.37755528,-0.7573622
199,-0.43145666,0.29120237,-0.2618393,0.9125145,0.05575769,-0.4723693,-0.04174004,0.02173203,0.5047098,-0.786681
200,-0.00560661,0.46917388,-0.05285104,0.610052,-0.08811116,-0.2742992,-0.1571224,-0.46670404,0.6020452,-0.99179614
201,-0.35749894,0.55437094,-0.46372324,0.5952997,0.07080997,-0.27662668,-0.15444784,-0.45491433,0.34810483,-0.93085116
202,-0.37979418,0.36700815,-0.02970274,0.7942205,-0.06600645,-0.2470136,-0.14540735,-0.05639974,0.4758966,-0.93357384
203,-0.4330681,0.14591078,-0.11163648,0.80130285,-0.10468084,-0.36735705,-0.13530143,-0.264004,0.609149,-0.8343207
204,-0.6379301,0.21061218,-0.12384509,0.8784533,-0.17446533,-0.32867628,0.02804206,-0.18240693,0.5801171,-0.665803
205,-0.5648086,0.24900469,-0.21208437,0.63933235,-0.3627365,-0.20509778,0.44061816,-0.12302496,0.5114716,-0.94986486
